date,frame,count,total_videos_in_date,prevalence
2020-10-01,"Entertainment, memes & low-context content",26,132,0.196970
2020-10-01,"Nature, landscape & tourism",39,132,0.295455
2020-10-01,Geopolitics & strategic competition,28,132,0.212121
2020-10-01,"Society, culture & everyday life",12,132,0.090909
2020-10-01,"Knowledge, facts & educational content",23,132,0.174242
2020-10-01,Climate change & environmental risk,4,132,0.030303
2020-11-01,"Entertainment, memes & low-context content",37,125,0.296000
2020-11-01,"Nature, landscape & tourism",36,125,0.288000
2020-11-01,Geopolitics & strategic competition,25,125,0.200000
2020-11-01,"Society, culture & everyday life",7,125,0.056000
2020-11-01,"Knowledge, facts & educational content",17,125,0.136000
2020-11-01,Climate change & environmental risk,3,125,0.024000
2020-12-01,"Entertainment, memes & low-context content",37,138,0.268116
2020-12-01,"Nature, landscape & tourism",39,138,0.282609
2020-12-01,Geopolitics & strategic competition,33,138,0.239130
2020-12-01,"Society, culture & everyday life",8,138,0.057971
2020-12-01,"Knowledge, facts & educational content",19,138,0.137681
2020-12-01,Climate change & environmental risk,2,138,0.014493
2021-01-01,"Entertainment, memes & low-context content",40,152,0.263158
2021-01-01,"Nature, landscape & tourism",43,152,0.282895
2021-01-01,Geopolitics & strategic competition,36,152,0.236842
2021-01-01,"Society, culture & everyday life",9,152,0.059211
2021-01-01,"Knowledge, facts & educational content",21,152,0.138158
2021-01-01,Climate change & environmental risk,3,152,0.019737
2021-02-01,"Entertainment, memes & low-context content",45,160,0.281250
2021-02-01,"Nature, landscape & tourism",40,160,0.250000
2021-02-01,Geopolitics & strategic competition,35,160,0.218750
2021-02-01,"Society, culture & everyday life",11,160,0.068750
2021-02-01,"Knowledge, facts & educational content",23,160,0.143750
2021-02-01,Climate change & environmental risk,6,160,0.037500
2021-03-01,"Entertainment, memes & low-context content",49,193,0.253886
2021-03-01,"Nature, landscape & tourism",47,193,0.243523
2021-03-01,Geopolitics & strategic competition,46,193,0.238342
2021-03-01,"Society, culture & everyday life",15,193,0.077720
2021-03-01,"Knowledge, facts & educational content",27,193,0.139896
2021-03-01,Climate change & environmental risk,9,193,0.046632
